age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
81,self_emp_not_inc,hs_grad,widowed,adm-clerical,other_relative,white,female,0,0,20,united-states,<=50k
24,private,bachelors,married,priv-house-serv,wife,white,female,0,0,40,?,<=50k
44,private,doctorate,married,prof-specialty,husband,white,male,0,0,40,united-states,>50k
47,self_emp_inc,hs_grad,married,exec-managerial,husband,white,male,0,0,40,united-states,>50k
30,self_emp_not_inc,hs_grad,married,exec-managerial,husband,white,male,0,1887,50,united-states,>50k
22,private,bachelors,unmarried,adm-clerical,child,white,female,0,0,40,united-states,<=50k
49,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
51,state_gov,bachelors,widowed,prof-specialty,other_relative,white,female,0,0,40,united-states,<=50k
47,private,bachelors,married,exec-managerial,husband,white,male,99999,0,40,united-states,>50k
18,unknown,hs_grad,unmarried,unknown,child,white,female,0,0,20,united-states,<=50k
34,private,hs_grad,unmarried,adm-clerical,other_relative,white,female,4865,0,40,united-states,<=50k
49,unknown,hs_grad,married,unknown,husband,white,male,0,0,60,united-states,<=50k
40,self_emp_inc,bachelors,separated,craft-repair,child,white,male,0,0,50,united-states,<=50k
34,state_gov,bachelors,married,adm-clerical,husband,white,male,0,0,20,italy,<=50k
48,self_emp_not_inc,below_hs_grad,married,craft-repair,husband,white,male,0,0,40,italy,<=50k
25,federal_gov,hs_grad,unmarried,transport-moving,child,white,male,0,0,40,united-states,<=50k
80,unknown,hs_grad,married,unknown,husband,white,male,0,0,8,united-states,<=50k
42,private,associate,divorced,prof-specialty,other_relative,white,female,0,0,24,united-states,<=50k
49,private,below_hs_grad,separated,exec-managerial,other_relative,black,male,4416,0,99,united-states,<=50k
25,state_gov,hs_grad,married,craft-repair,husband,white,male,0,0,38,united-states,<=50k
28,private,associate,unmarried,adm-clerical,child,white,male,0,0,32,united-states,<=50k
35,state_gov,bachelors,married,protective-serv,husband,white,male,0,0,40,united-states,<=50k
65,self_emp_not_inc,below_hs_grad,married,farming-fishing,husband,white,male,1797,0,21,united-states,<=50k
48,unknown,hs_grad,separated,unknown,other_relative,white,female,0,0,32,united-states,<=50k
19,private,bachelors,unmarried,sales,child,white,female,0,0,20,united-states,<=50k
18,private,hs_grad,unmarried,priv-house-serv,other_relative,white,female,0,0,30,united-states,<=50k
26,private,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,50,united-states,<=50k
22,private,hs_grad,unmarried,prof-specialty,child,white,female,0,0,20,united-states,<=50k
21,private,hs_grad,unmarried,craft-repair,child,white,male,0,0,40,united-states,<=50k
18,private,hs_grad,unmarried,machine-op-inspct,other_relative,white,female,0,0,30,united-states,<=50k
20,unknown,bachelors,unmarried,unknown,child,white,male,0,0,15,united-states,<=50k
30,federal_gov,bachelors,unmarried,adm-clerical,child,black,female,0,0,40,united-states,<=50k
48,private,hs_grad,married,craft-repair,husband,white,male,0,0,45,united-states,<=50k
45,private,associate,divorced,craft-repair,other_relative,white,female,0,0,55,united-states,<=50k
37,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,portugal,<=50k
40,self_emp_inc,hs_grad,married,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
31,private,bachelors,unmarried,exec-managerial,other_relative,white,female,0,0,40,united-states,<=50k
32,private,associate,unmarried,tech-support,other_relative,white,female,0,0,64,united-states,<=50k
36,self_emp_not_inc,bachelors,married,sales,husband,white,male,0,0,30,united-states,>50k
35,private,hs_grad,unmarried,other-service,child,white,male,0,0,30,united-states,<=50k
23,private,bachelors,unmarried,priv-house-serv,other_relative,white,female,0,0,6,united-states,<=50k
26,private,hs_grad,unmarried,handlers-cleaners,other_relative,white,male,0,0,40,united-states,<=50k
32,private,bachelors,unmarried,adm-clerical,other_relative,white,male,0,0,40,united-states,<=50k
25,private,master,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
29,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
25,private,bachelors,unmarried,other-service,other_relative,white,male,0,0,25,united-states,<=50k
27,private,hs_grad,married,transport-moving,husband,white,male,0,0,45,united-states,>50k
28,private,associate,unmarried,tech-support,child,white,female,0,0,38,united-states,<=50k
76,state_gov,bachelors,widowed,adm-clerical,other_relative,white,female,0,0,30,united-states,<=50k
77,private,bachelors,widowed,priv-house-serv,other_relative,white,female,0,0,20,united-states,<=50k
53,private,hs_grad,divorced,transport-moving,other_relative,white,female,0,0,40,united-states,<=50k
28,private,bachelors,unmarried,prof-specialty,other_relative,white,female,0,0,35,united-states,<=50k
23,private,bachelors,unmarried,sales,other_relative,white,male,0,0,30,united-states,<=50k
38,private,associate,married,prof-specialty,husband,asian_pac_islander,male,0,0,36,philippines,>50k
34,unknown,bachelors,married,unknown,wife,white,female,0,0,20,united-states,>50k
35,private,master,unmarried,prof-specialty,other_relative,white,male,0,0,45,united-states,>50k
37,private,bachelors,separated,other-service,other_relative,asian_pac_islander,female,0,0,36,philippines,<=50k
44,state_gov,bachelors,divorced,adm-clerical,other_relative,black,female,0,1590,40,united-states,<=50k
34,private,bachelors,unmarried,sales,other_relative,white,male,0,0,65,united-states,>50k
30,private,bachelors,unmarried,sales,other_relative,white,male,0,0,45,united-states,>50k
23,private,master,unmarried,sales,other_relative,white,female,0,0,20,united-states,<=50k
40,state_gov,master,married,prof-specialty,husband,white,male,0,1902,48,united-states,>50k
35,private,hs_grad,divorced,transport-moving,other_relative,white,male,0,0,40,united-states,<=50k
46,state_gov,bachelors,married,exec-managerial,husband,white,male,7688,0,40,united-states,>50k
44,private,bachelors,married,prof-specialty,wife,white,female,0,0,20,united-states,<=50k
31,private,hs_grad,unmarried,farming-fishing,other_relative,white,male,2907,0,99,united-states,<=50k
20,private,hs_grad,unmarried,machine-op-inspct,other_relative,white,female,0,0,45,united-states,<=50k
37,private,below_hs_grad,married,transport-moving,husband,white,male,0,0,65,united-states,<=50k
23,unknown,hs_grad,married,unknown,child,white,female,0,0,30,united-states,<=50k
38,private,bachelors,married,exec-managerial,husband,white,male,7688,0,40,united-states,>50k
23,private,bachelors,unmarried,tech-support,other_relative,white,female,0,0,40,united-states,<=50k
20,unknown,hs_grad,unmarried,unknown,child,white,male,0,0,12,united-states,<=50k
60,private,below_hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
53,private,hs_grad,married,transport-moving,husband,white,male,0,0,40,united-states,>50k
42,private,below_hs_grad,unmarried,handlers-cleaners,other_relative,black,male,0,2205,40,united-states,<=50k
29,federal_gov,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,48,united-states,<=50k
59,self_emp_not_inc,below_hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
45,private,hs_grad,married,transport-moving,husband,other,male,4064,0,40,united-states,<=50k
47,state_gov,bachelors,unmarried,other-service,child,white,female,0,0,20,united-states,<=50k
69,private,hs_grad,widowed,adm-clerical,other_relative,white,female,0,0,24,united-states,<=50k
35,unknown,associate,married,unknown,wife,white,female,0,0,16,united-states,<=50k
32,private,bachelors,unmarried,craft-repair,child,white,male,0,0,40,united-states,<=50k
38,state_gov,below_hs_grad,married,handlers-cleaners,other_relative,white,male,0,0,40,mexico,<=50k
31,state_gov,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,45,united-states,<=50k
25,private,hs_grad,unmarried,other-service,other_relative,black,female,0,0,40,united-states,<=50k
43,private,bachelors,married,other-service,wife,white,female,0,0,35,?,>50k
22,private,bachelors,unmarried,adm-clerical,other_relative,white,male,0,0,50,united-states,<=50k
32,private,bachelors,married,exec-managerial,husband,white,male,7298,0,45,united-states,>50k
44,state_gov,master,married,prof-specialty,husband,white,male,0,0,35,united-states,<=50k
66,self_emp_not_inc,bachelors,unmarried,sales,other_relative,white,female,0,0,20,united-states,<=50k
28,private,bachelors,unmarried,sales,other_relative,white,male,0,0,40,united-states,<=50k
42,private,hs_grad,married,transport-moving,husband,black,male,0,0,40,united-states,<=50k
36,private,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,40,united-states,<=50k
40,private,below_hs_grad,unmarried,other-service,other_relative,white,male,0,0,45,el-salvador,<=50k
62,private,hs_grad,married,prof-specialty,husband,white,male,0,0,40,united-states,>50k
47,self_emp_inc,associate,widowed,exec-managerial,other_relative,white,female,0,0,67,united-states,<=50k
29,private,bachelors,married,sales,wife,white,female,0,0,25,united-states,<=50k
27,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,?,>50k
28,private,hs_grad,unmarried,protective-serv,other_relative,amer_indian_eskimo,female,0,0,40,united-states,<=50k
37,private,associate,unmarried,other-service,other_relative,white,male,0,0,40,united-states,<=50k
45,state_gov,master,divorced,prof-specialty,other_relative,black,male,0,0,40,united-states,<=50k
23,unknown,bachelors,unmarried,unknown,other_relative,white,male,0,0,40,united-states,<=50k
43,private,hs_grad,divorced,machine-op-inspct,other_relative,white,male,0,0,45,united-states,<=50k
43,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k
36,private,bachelors,unmarried,prof-specialty,other_relative,other,male,0,0,40,india,>50k
25,private,bachelors,married,sales,husband,white,male,2885,0,43,united-states,<=50k
43,self_emp_not_inc,below_hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
56,self_emp_not_inc,hs_grad,widowed,adm-clerical,other_relative,white,female,99999,0,40,united-states,>50k
52,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
42,private,bachelors,divorced,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
34,private,associate,divorced,exec-managerial,other_relative,white,female,0,0,45,united-states,<=50k
49,private,hs_grad,married,transport-moving,husband,black,male,0,0,40,united-states,<=50k
58,private,hs_grad,widowed,sales,other_relative,white,male,0,0,38,united-states,<=50k
17,private,hs_grad,unmarried,other-service,child,white,male,0,0,15,united-states,<=50k
20,private,bachelors,unmarried,sales,child,white,female,0,0,25,united-states,<=50k
31,private,hs_grad,unmarried,handlers-cleaners,child,white,male,0,0,25,united-states,<=50k
57,state_gov,hs_grad,divorced,protective-serv,other_relative,white,female,0,0,40,united-states,<=50k
41,state_gov,bachelors,married,transport-moving,husband,white,male,3942,0,40,united-states,<=50k
37,state_gov,bachelors,unmarried,prof-specialty,other_relative,white,female,0,0,40,united-states,<=50k
63,unknown,bachelors,widowed,unknown,other_relative,amer_indian_eskimo,female,0,0,56,united-states,<=50k
19,private,bachelors,unmarried,other-service,child,white,female,0,0,12,united-states,<=50k
47,self_emp_not_inc,bachelors,married,exec-managerial,husband,white,male,0,0,80,united-states,<=50k
49,private,hs_grad,divorced,machine-op-inspct,other_relative,white,female,0,0,55,united-states,<=50k
70,private,below_hs_grad,widowed,other-service,other_relative,white,female,2346,0,40,?,<=50k
17,private,hs_grad,unmarried,adm-clerical,child,white,female,0,0,16,united-states,<=50k
42,state_gov,bachelors,unmarried,craft-repair,other_relative,white,male,0,0,40,united-states,<=50k
23,unknown,bachelors,unmarried,unknown,other_relative,white,male,0,0,40,united-states,<=50k
49,self_emp_inc,bachelors,married,adm-clerical,husband,white,male,0,0,40,united-states,>50k
41,private,associate,divorced,exec-managerial,other_relative,black,female,0,0,50,united-states,<=50k
72,self_emp_inc,bachelors,married,exec-managerial,husband,white,male,0,0,25,united-states,>50k
23,private,bachelors,unmarried,prof-specialty,other_relative,asian_pac_islander,male,0,0,55,ireland,<=50k
38,private,bachelors,separated,other-service,other_relative,white,female,0,0,40,united-states,<=50k
40,state_gov,bachelors,married,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
27,private,master,unmarried,handlers-cleaners,other_relative,white,male,0,0,30,united-states,<=50k
45,unknown,bachelors,married,unknown,wife,black,female,0,0,40,united-states,<=50k
56,private,hs_grad,married,exec-managerial,wife,white,female,0,0,40,united-states,>50k
22,private,associate,unmarried,exec-managerial,other_relative,asian_pac_islander,male,0,0,40,south,<=50k
35,private,associate,divorced,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
33,private,hs_grad,divorced,protective-serv,other_relative,white,male,0,0,70,united-states,<=50k
19,private,bachelors,unmarried,other-service,other_relative,white,female,0,0,30,united-states,<=50k
23,private,hs_grad,separated,handlers-cleaners,other_relative,white,female,0,0,40,united-states,<=50k
31,private,bachelors,unmarried,craft-repair,other_relative,asian_pac_islander,male,0,0,40,vietnam,<=50k
38,private,bachelors,divorced,exec-managerial,other_relative,white,female,0,0,42,united-states,<=50k
25,private,bachelors,unmarried,sales,other_relative,asian_pac_islander,male,0,0,44,philippines,<=50k
37,federal_gov,bachelors,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
55,private,hs_grad,divorced,adm-clerical,other_relative,white,male,0,0,25,united-states,<=50k
38,self_emp_not_inc,associate,married,transport-moving,husband,white,male,0,0,40,united-states,<=50k
23,private,hs_grad,unmarried,adm-clerical,child,white,male,0,0,40,united-states,<=50k
22,self_emp_inc,bachelors,unmarried,adm-clerical,child,white,male,0,0,40,south,<=50k
24,private,bachelors,unmarried,prof-specialty,child,white,female,0,0,8,united-states,<=50k
26,private,hs_grad,unmarried,other-service,other_relative,white,female,0,0,35,united-states,<=50k
23,private,hs_grad,unmarried,transport-moving,child,white,male,0,0,40,united-states,<=50k
26,private,hs_grad,unmarried,adm-clerical,child,black,male,0,0,40,united-states,<=50k
24,private,bachelors,unmarried,sales,other_relative,white,male,0,0,55,jamaica,<=50k
38,private,bachelors,married,sales,husband,white,male,0,0,60,united-states,<=50k
33,state_gov,hs_grad,married,protective-serv,husband,white,male,0,0,37,united-states,<=50k
25,private,bachelors,unmarried,craft-repair,other_relative,asian_pac_islander,female,0,0,40,cambodia,<=50k
52,state_gov,bachelors,married,protective-serv,husband,white,male,0,0,40,united-states,>50k
51,private,hs_grad,married,transport-moving,husband,white,male,0,0,40,united-states,>50k
37,private,hs_grad,unmarried,transport-moving,other_relative,white,female,0,0,40,united-states,<=50k
21,private,hs_grad,unmarried,machine-op-inspct,child,white,male,0,0,40,united-states,<=50k
90,self_emp_not_inc,hs_grad,unmarried,exec-managerial,other_relative,white,male,2964,0,12,united-states,<=50k
43,private,hs_grad,married,other-service,husband,white,male,0,0,60,nicaragua,<=50k
39,state_gov,hs_grad,separated,adm-clerical,other_relative,white,female,0,625,35,united-states,<=50k
48,private,associate,married,prof-specialty,husband,white,male,0,0,50,united-states,>50k
50,private,bachelors,married,transport-moving,husband,white,male,0,0,40,united-states,>50k
46,private,hs_grad,married,adm-clerical,husband,white,male,0,1485,40,united-states,>50k
47,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
34,private,bachelors,married,exec-managerial,wife,white,female,7298,0,40,united-states,>50k
29,private,hs_grad,married,handlers-cleaners,husband,white,male,0,0,45,united-states,<=50k
36,private,bachelors,divorced,adm-clerical,other_relative,white,male,0,0,55,united-states,>50k
38,private,hs_grad,married,craft-repair,husband,white,male,0,0,45,united-states,<=50k
52,self_emp_not_inc,bachelors,married,exec-managerial,husband,white,male,0,0,95,united-states,>50k
32,private,associate,divorced,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
26,private,bachelors,unmarried,tech-support,other_relative,white,male,0,0,40,united-states,<=50k
64,private,bachelors,unmarried,sales,other_relative,white,female,0,0,40,peru,<=50k
23,private,hs_grad,married,sales,husband,white,male,0,0,45,united-states,<=50k
27,private,hs_grad,unmarried,transport-moving,child,white,male,0,0,40,united-states,<=50k
26,private,hs_grad,married,sales,husband,white,male,0,0,50,united-states,>50k
19,private,hs_grad,unmarried,adm-clerical,child,white,female,0,0,40,united-states,<=50k
39,private,hs_grad,unmarried,machine-op-inspct,other_relative,white,male,0,0,48,united-states,<=50k
61,self_emp_not_inc,hs_grad,married,transport-moving,husband,black,male,0,0,40,united-states,<=50k
37,private,bachelors,divorced,craft-repair,other_relative,white,female,0,0,40,united-states,<=50k
33,private,hs_grad,married,protective-serv,husband,white,male,2635,0,16,united-states,<=50k
30,private,associate,married,adm-clerical,wife,white,female,0,0,35,united-states,<=50k
31,private,master,married,prof-specialty,wife,white,female,0,0,50,united-states,<=50k
53,federal_gov,bachelors,divorced,exec-managerial,other_relative,black,female,0,0,50,united-states,>50k
57,private,master,married,prof-specialty,husband,white,male,0,1977,45,united-states,>50k
33,private,hs_grad,married,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
36,self_emp_not_inc,hs_grad,married,craft-repair,husband,white,male,0,0,47,united-states,<=50k
17,private,hs_grad,unmarried,other-service,child,black,male,0,0,16,haiti,<=50k
30,state_gov,master,married,prof-specialty,husband,white,male,0,0,40,united-states,>50k
47,private,hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
19,private,bachelors,unmarried,adm-clerical,child,white,male,0,0,10,united-states,<=50k
55,self_emp_inc,bachelors,married,sales,husband,white,male,0,0,40,united-states,>50k
43,private,bachelors,married,craft-repair,husband,white,male,0,1485,50,united-states,<=50k
61,self_emp_not_inc,hs_grad,widowed,prof-specialty,other_relative,white,female,0,0,16,united-states,<=50k
54,self_emp_inc,associate,married,sales,husband,white,male,0,0,50,united-states,>50k
23,private,hs_grad,unmarried,adm-clerical,child,white,female,0,0,16,united-states,<=50k
33,private,bachelors,unmarried,prof-specialty,other_relative,white,male,0,0,40,united-states,>50k
37,federal_gov,bachelors,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
28,private,hs_grad,divorced,handlers-cleaners,child,white,male,0,0,40,united-states,<=50k
32,private,hs_grad,married,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k
56,private,hs_grad,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
37,self_emp_not_inc,bachelors,married,exec-managerial,wife,white,female,0,0,15,united-states,<=50k
38,state_gov,hs_grad,divorced,adm-clerical,other_relative,white,female,0,0,38,united-states,<=50k
26,private,hs_grad,divorced,sales,other_relative,white,female,0,0,30,united-states,<=50k
41,federal_gov,bachelors,married,tech-support,husband,white,male,0,0,24,united-states,<=50k
29,private,hs_grad,married,protective-serv,husband,white,male,0,0,35,peru,<=50k
63,state_gov,hs_grad,married,exec-managerial,husband,white,male,0,0,55,united-states,<=50k
28,state_gov,master,married,prof-specialty,wife,white,female,7298,0,40,united-states,>50k
54,private,bachelors,divorced,other-service,other_relative,white,female,0,0,47,united-states,<=50k
37,private,hs_grad,unmarried,transport-moving,other_relative,black,male,0,0,50,united-states,<=50k
70,unknown,hs_grad,married,unknown,husband,white,male,0,0,14,united-states,<=50k
25,private,hs_grad,married,other-service,wife,white,female,0,0,40,united-states,<=50k
55,self_emp_not_inc,bachelors,married,prof-specialty,wife,white,female,0,0,8,united-states,<=50k
17,private,below_hs_grad,unmarried,handlers-cleaners,child,white,male,0,0,20,united-states,<=50k
22,private,bachelors,unmarried,other-service,other_relative,white,female,0,0,50,united-states,<=50k
30,private,bachelors,divorced,exec-managerial,other_relative,asian_pac_islander,female,0,0,40,china,<=50k
20,private,hs_grad,unmarried,sales,child,white,female,0,0,20,united-states,<=50k
30,private,bachelors,married,adm-clerical,wife,white,female,0,0,40,united-states,<=50k
54,private,hs_grad,married,transport-moving,husband,white,male,0,0,40,united-states,>50k
34,self_emp_inc,bachelors,unmarried,prof-specialty,other_relative,other,male,0,0,60,united-states,<=50k
26,private,hs_grad,married,exec-managerial,husband,white,male,3942,0,45,united-states,<=50k
31,self_emp_not_inc,hs_grad,married,prof-specialty,husband,white,male,0,0,40,columbia,<=50k
34,private,below_hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
35,private,below_hs_grad,married,craft-repair,husband,white,male,0,0,40,united-states,<=50k
48,state_gov,bachelors,married,exec-managerial,husband,black,male,0,0,40,united-states,>50k
19,private,bachelors,unmarried,other-service,other_relative,white,female,0,0,40,united-states,<=50k
68,unknown,hs_grad,widowed,unknown,other_relative,white,female,0,0,20,united-states,<=50k
49,federal_gov,bachelors,divorced,exec-managerial,other_relative,white,female,0,0,50,united-states,<=50k
44,self_emp_inc,hs_grad,married,craft-repair,husband,white,male,0,0,60,united-states,>50k
25,private,bachelors,unmarried,transport-moving,other_relative,white,male,0,0,50,united-states,<=50k
78,unknown,hs_grad,widowed,unknown,other_relative,white,female,1086,0,20,united-states,<=50k
59,private,hs_grad,divorced,other-service,other_relative,white,female,0,0,40,united-states,<=50k
20,private,hs_grad,unmarried,adm-clerical,other_relative,white,female,0,0,40,united-states,<=50k
28,private,hs_grad,unmarried,other-service,other_relative,white,female,0,0,40,mexico,<=50k
67,private,hs_grad,married,sales,husband,white,male,0,0,10,united-states,<=50k
50,self_emp_not_inc,master,married,sales,husband,white,male,7688,0,55,united-states,>50k
30,private,bachelors,married,adm-clerical,husband,white,male,7298,0,40,united-states,>50k
83,self_emp_inc,below_hs_grad,married,farming-fishing,husband,white,male,20051,0,50,united-states,>50k
45,self_emp_not_inc,bachelors,unmarried,sales,other_relative,white,female,0,0,35,united-states,<=50k
52,private,hs_grad,unmarried,exec-managerial,other_relative,white,female,0,0,40,united-states,<=50k
19,private,hs_grad,unmarried,sales,child,white,male,0,0,3,united-states,<=50k
20,private,bachelors,unmarried,exec-managerial,other_relative,white,female,0,0,30,united-states,<=50k
